Title,Release_Year,Team,Rating,Plays,Backlogs,Wishlist,Genres,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Doom,2016,"['id Software', 'Bethesda Softworks']",4.0,18000.0,4000.0,1400.0,shooter,gba,Activision,0.1,0.04,0.0,0.0,0.14
Doom,2016,"['id Software', 'Bethesda Softworks']",4.0,18000.0,4000.0,1400.0,shooter,pc,id Software,0.02,0.0,0.0,0.0,0.03
Bayonetta,2009,"['Nex Entertainment', 'Sega']",3.9,13000.0,5000.0,2300.0,"brawler, shooter",ps3,Sega,0.44,0.41,0.21,0.17,1.23
Bayonetta,2009,"['Nex Entertainment', 'Sega']",3.9,13000.0,5000.0,2300.0,"brawler, shooter",x360,Sega,0.51,0.26,0.09,0.08,0.94
Silent Hill 2,2001,"['Team Silent', 'Konami']",4.5,8600.0,2900.0,2100.0,"adventure, puzzle",ps2,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28
The Witcher 3: Wild Hunt,2015,"['WB Games', 'CD Projekt RED']",4.3,17000.0,6100.0,1600.0,"adventure, rpg",ps4,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73
The Witcher 3: Wild Hunt,2015,"['WB Games', 'CD Projekt RED']",4.3,17000.0,6100.0,1600.0,"adventure, rpg",xone,Namco Bandai Games,0.66,0.47,0.0,0.11,1.24
The Witcher 3: Wild Hunt,2015,"['WB Games', 'CD Projekt RED']",4.3,17000.0,6100.0,1600.0,"adventure, rpg",pc,Namco Bandai Games,0.2,0.42,0.0,0.05,0.67
Persona 5,2016,"['Atlus', 'Atlus USA']",4.1,16000.0,2800.0,1700.0,"adventure, rpg, turn based strategy",ps4,Atlus,0.0,0.0,0.34,0.0,0.34
Persona 5,2016,"['Atlus', 'Atlus USA']",4.1,16000.0,2800.0,1700.0,"adventure, rpg, turn based strategy",ps3,Unknown,0.0,0.0,0.1,0.0,0.1
The Elder Scrolls V: Skyrim,2011,"['Bethesda Game Studios', 'Bethesda Softworks']",3.7,22000.0,3000.0,1000.0,"adventure, rpg",x360,Bethesda Softworks,5.03,2.86,0.1,0.85,8.84
The Elder Scrolls V: Skyrim,2011,"['Bethesda Game Studios', 'Bethesda Softworks']",3.7,22000.0,3000.0,1000.0,"adventure, rpg",ps3,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56
The Elder Scrolls V: Skyrim,2011,"['Bethesda Game Studios', 'Bethesda Softworks']",3.7,22000.0,3000.0,1000.0,"adventure, rpg",pc,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88
Resident Evil 4,2005,"['Capcom', 'Capcom Production Studio 4']",4.3,14000.0,3000.0,1200.0,shooter,ps2,Capcom,2.08,0.83,0.46,0.25,3.62
Resident Evil 4,2005,"['Capcom', 'Capcom Production Studio 4']",4.3,14000.0,3000.0,1200.0,shooter,wii,Capcom,1.34,0.57,0.14,0.21,2.26
Resident Evil 4,2005,"['Capcom', 'Capcom Production Studio 4']",4.3,14000.0,3000.0,1200.0,shooter,gc,Capcom,0.98,0.42,0.22,0.06,1.69
Resident Evil 4,2005,"['Capcom', 'Capcom Production Studio 4']",4.3,14000.0,3000.0,1200.0,shooter,pc,Ubisoft,0.0,0.02,0.0,0.01,0.03
Dark Souls,2011,"['FromSoftware', 'Bandai Namco Entertainment']",4.3,14000.0,2500.0,1400.0,"adventure, rpg",ps3,Namco Bandai Games,0.75,0.54,0.54,0.23,2.07
Dark Souls,2011,"['FromSoftware', 'Bandai Namco Entertainment']",4.3,14000.0,2500.0,1400.0,"adventure, rpg",x360,Namco Bandai Games,0.64,0.28,0.0,0.08,1.0
Dark Souls,2011,"['FromSoftware', 'Bandai Namco Entertainment']",4.3,14000.0,2500.0,1400.0,"adventure, rpg",pc,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07
The Legend of Zelda: Ocarina of Time,1998,"['Nintendo', 'Nintendo EAD']",4.3,17000.0,3000.0,1400.0,"adventure, rpg",n64,Nintendo,4.1,1.89,1.45,0.16,7.6
The Legend of Zelda: Ocarina of Time,1998,"['Nintendo', 'Nintendo EAD']",4.3,17000.0,3000.0,1400.0,"adventure, rpg",3ds,Nintendo,2.03,1.27,0.62,0.3,4.21
Batman: Arkham City,2011,"['DC Entertainment', 'Rocksteady Studios']",4.1,16000.0,2700.0,651000.0,"adventure, brawler",ps3,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53
Batman: Arkham City,2011,"['DC Entertainment', 'Rocksteady Studios']",4.1,16000.0,2700.0,651000.0,"adventure, brawler",x360,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76
Batman: Arkham City,2011,"['DC Entertainment', 'Rocksteady Studios']",4.1,16000.0,2700.0,651000.0,"adventure, brawler",pc,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53
Batman: Arkham City,2011,"['DC Entertainment', 'Rocksteady Studios']",4.1,16000.0,2700.0,651000.0,"adventure, brawler",wiiu,Warner Bros. Interactive Entertainment,0.17,0.18,0.0,0.03,0.38
Yakuza Kiwami,2016,"['Sega', 'Ryū Ga Gotoku Studios']",3.7,9700.0,3400.0,1000.0,"adventure, brawler, rpg",ps4,Sega,0.0,0.0,0.16,0.0,0.16
Yakuza Kiwami,2016,"['Sega', 'Ryū Ga Gotoku Studios']",3.7,9700.0,3400.0,1000.0,"adventure, brawler, rpg",ps3,Sega,0.0,0.0,0.12,0.0,0.12
Phoenix Wright: Ace Attorney,2005,"['Nintendo Australia', 'Capcom']",4.1,12000.0,1900.0,1000.0,"adventure, point-and-click, puzzle, visual novel",ds,Capcom,0.49,0.07,0.39,0.05,0.99
Life is Strange,2015,"[""DON'T NOD"", 'Square Enix']",3.4,15000.0,2100.0,817000.0,"adventure, rpg",ps4,Square Enix,0.14,0.15,0.03,0.06,0.37
Life is Strange,2015,"[""DON'T NOD"", 'Square Enix']",3.4,15000.0,2100.0,817000.0,"adventure, rpg",xone,Square Enix,0.08,0.02,0.0,0.01,0.11
Life is Strange,2015,"[""DON'T NOD"", 'Square Enix']",3.4,15000.0,2100.0,817000.0,"adventure, rpg",pc,Square Enix,0.01,0.03,0.0,0.0,0.04
Shadow of the Colossus,2005,"['Sony Computer Entertainment, Inc. (SCEI)', 'Team Ico']",4.4,10000.0,2900.0,1700.0,"adventure, platform, puzzle",ps2,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14
Shadow of the Colossus,2005,"['Sony Computer Entertainment, Inc. (SCEI)', 'Team Ico']",4.4,10000.0,2900.0,1700.0,"adventure, platform, puzzle",ps3,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
Psychonauts,2005,"['Double Fine Productions', 'Majesco Entertainment']",4.0,7100.0,4200.0,1200.0,"adventure, platform",xb,THQ,0.09,0.03,0.0,0.0,0.12
Psychonauts,2005,"['Double Fine Productions', 'Majesco Entertainment']",4.0,7100.0,4200.0,1200.0,"adventure, platform",ps2,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09
Fallout 4,2015,"['Bethesda Game Studios', 'Bethesda Softworks']",3.1,16000.0,2900.0,752000.0,"rpg, shooter",ps4,Bethesda Softworks,2.47,3.15,0.24,1.1,6.96
Fallout 4,2015,"['Bethesda Game Studios', 'Bethesda Softworks']",3.1,16000.0,2900.0,752000.0,"rpg, shooter",xone,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
Fallout 4,2015,"['Bethesda Game Studios', 'Bethesda Softworks']",3.1,16000.0,2900.0,752000.0,"rpg, shooter",pc,Bethesda Softworks,0.5,0.63,0.0,0.1,1.23
Uncharted 4: A Thief's End,2016,"['Naughty Dog', 'Sony Interactive Entertainment']",4.1,14000.0,2700.0,1200.0,"adventure, shooter",ps4,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
The Legend of Zelda: A Link to the Past,1991,"['Nintendo EAD', 'St. GIGA']",4.1,13000.0,3200.0,911000.0,"adventure, puzzle, rpg",snes,Nintendo,2.42,0.91,1.15,0.13,4.61
The Legend of Zelda: A Link to the Past,1991,"['Nintendo EAD', 'St. GIGA']",4.1,13000.0,3200.0,911000.0,"adventure, puzzle, rpg",gba,Nintendo,1.75,0.52,0.33,0.1,2.7
Silent Hill,1999,"['Konami', 'Team Silent']",4.1,6800.0,2300.0,1600.0,"adventure, puzzle",ps,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6
Super Smash Bros. Brawl,2008,"['Nintendo', 'Sora']",3.8,19000.0,511000.0,250000.0,"fighting, platform",wii,Nintendo,6.75,2.61,2.66,1.02,13.04
Borderlands 2,2012,"['Gearbox Software', '2K Games']",3.5,16000.0,2700.0,494000.0,"rpg, shooter",x360,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
Borderlands 2,2012,"['Gearbox Software', '2K Games']",3.5,16000.0,2700.0,494000.0,"rpg, shooter",ps3,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28
Borderlands 2,2012,"['Gearbox Software', '2K Games']",3.5,16000.0,2700.0,494000.0,"rpg, shooter",pc,Take-Two Interactive,0.42,0.41,0.0,0.11,0.93
Borderlands 2,2012,"['Gearbox Software', '2K Games']",3.5,16000.0,2700.0,494000.0,"rpg, shooter",psv,Take-Two Interactive,0.43,0.21,0.01,0.19,0.83
No More Heroes,2007,['Grasshopper Manufacture'],4.0,5600.0,2600.0,1800.0,"adventure, brawler",wii,Rising Star Games,0.3,0.17,0.04,0.05,0.57
Super Mario Bros. 3,1988,"['Nintendo R&D4', 'Nintendo']",4.0,14000.0,1400.0,362000.0,platform,nes,Nintendo,9.54,3.44,3.84,0.46,17.28
Super Mario Bros. 3,1988,"['Nintendo R&D4', 'Nintendo']",4.0,14000.0,1400.0,362000.0,platform,gba,Nintendo,2.93,1.25,0.83,0.2,5.2
Dishonored,2012,"['Arkane Studios', 'Bethesda Softworks']",3.9,14000.0,3100.0,866000.0,"adventure, rpg",x360,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
Dishonored,2012,"['Arkane Studios', 'Bethesda Softworks']",3.9,14000.0,3100.0,866000.0,"adventure, rpg",ps3,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55
Dishonored,2012,"['Arkane Studios', 'Bethesda Softworks']",3.9,14000.0,3100.0,866000.0,"adventure, rpg",pc,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51
Dishonored,2012,"['Arkane Studios', 'Bethesda Softworks']",3.9,14000.0,3100.0,866000.0,"adventure, rpg",ps4,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37
Dishonored,2012,"['Arkane Studios', 'Bethesda Softworks']",3.9,14000.0,3100.0,866000.0,"adventure, rpg",xone,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14
Metal Gear Solid 3: Snake Eater,2004,"['Konami Computer Entertainment Japan', 'Konami']",4.5,9200.0,2400.0,1300.0,"adventure, shooter, tactical",ps2,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23
Journey,2012,"['Sony Computer Entertainment', 'ThatGameCompany']",3.9,12000.0,2700.0,1700.0,"adventure, platform",ps3,Sony Computer Entertainment Europe,0.04,0.15,0.0,0.06,0.25
Kingdom Hearts,2002,"['Square', 'Disney Interactive Studios']",3.6,12000.0,2100.0,1000.0,"adventure, rpg",ps2,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4
Kingdom Hearts,2002,"['Square', 'Disney Interactive Studios']",3.6,12000.0,2100.0,1000.0,"adventure, rpg",ps3,Square Enix,0.9,0.37,0.25,0.24,1.75
Doom,1993,"['Activision', 'id Software']",4.0,11000.0,1500.0,514000.0,shooter,ps,Infogrames,0.43,0.3,0.0,0.05,0.78
Doom,1993,"['Activision', 'id Software']",4.0,11000.0,1500.0,514000.0,shooter,gba,Activision,0.1,0.04,0.0,0.0,0.14
Doom,1993,"['Activision', 'id Software']",4.0,11000.0,1500.0,514000.0,shooter,pc,id Software,0.02,0.0,0.0,0.0,0.03
Live A Live,2022,['Square Enix'],4.1,1100.0,1700.0,1900.0,rpg,snes,SquareSoft,0.0,0.0,0.32,0.0,0.32
Sonic the Hedgehog,1991,"['Sonic Team', 'Sega']",3.1,12000.0,804000.0,243000.0,platform,gen,Sega,3.03,0.91,0.26,0.13,4.34
Sonic the Hedgehog,1991,"['Sonic Team', 'Sega']",3.1,12000.0,804000.0,243000.0,platform,ps3,Sega,0.41,0.07,0.04,0.66,1.18
Sonic the Hedgehog,1991,"['Sonic Team', 'Sega']",3.1,12000.0,804000.0,243000.0,platform,x360,Sega,0.44,0.49,0.0,0.11,1.05
Rocket League,2015,['Psyonix'],3.4,17000.0,698000.0,113000.0,"indie, racing, sport",ps4,505 Games,0.02,0.14,0.0,0.07,0.23
Rocket League,2015,['Psyonix'],3.4,17000.0,698000.0,113000.0,"indie, racing, sport",xone,505 Games,0.03,0.09,0.0,0.01,0.12
Rocket League,2015,['Psyonix'],3.4,17000.0,698000.0,113000.0,"indie, racing, sport",pc,505 Games,0.01,0.01,0.0,0.0,0.02
Batman: Arkham Knight,2015,"['Rocksteady Studios', 'Warner Bros. Interactive Entertainment']",3.7,13000.0,3400.0,757000.0,"adventure, brawler",ps4,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
Batman: Arkham Knight,2015,"['Rocksteady Studios', 'Warner Bros. Interactive Entertainment']",3.7,13000.0,3400.0,757000.0,"adventure, brawler",xone,Warner Bros. Interactive Entertainment,0.86,0.46,0.0,0.13,1.45
Batman: Arkham Knight,2015,"['Rocksteady Studios', 'Warner Bros. Interactive Entertainment']",3.7,13000.0,3400.0,757000.0,"adventure, brawler",pc,Warner Bros. Interactive Entertainment,0.08,0.03,0.0,0.01,0.13
Wii Sports,2006,"['Nintendo', 'Nintendo EAD Group No. 2']",3.7,18000.0,320000.0,93000.0,"simulator, sport",wii,Nintendo,41.49,29.02,3.77,8.46,82.74
Mario Kart Wii,2008,"['Nintendo', 'Nintendo EAD']",3.9,19000.0,461000.0,168000.0,racing,wii,Nintendo,15.85,12.88,3.79,3.31,35.82
Red Dead Redemption,2010,"['Rockstar Games', 'Rockstar North']",4.2,13000.0,2400.0,1600.0,"adventure, rpg, shooter",ps3,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6
Red Dead Redemption,2010,"['Rockstar Games', 'Rockstar North']",4.2,13000.0,2400.0,1600.0,"adventure, rpg, shooter",x360,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34
Dead Space,2023,"['Motive Studios', 'Electronic Arts']",4.3,1300.0,985000.0,1900.0,"adventure, rpg, shooter",ps3,Electronic Arts,1.05,0.67,0.0,0.3,2.02
Dead Space,2023,"['Motive Studios', 'Electronic Arts']",4.3,1300.0,985000.0,1900.0,"adventure, rpg, shooter",x360,Electronic Arts,0.89,0.4,0.0,0.13,1.42
Dead Space,2023,"['Motive Studios', 'Electronic Arts']",4.3,1300.0,985000.0,1900.0,"adventure, rpg, shooter",pc,Electronic Arts,0.0,0.53,0.0,0.06,0.59
Tomb Raider,2013,"['Square Enix', 'Crystal Dynamics']",3.5,15000.0,2700.0,508000.0,"adventure, platform, puzzle, shooter",ps,Eidos Interactive,2.29,1.97,0.13,0.24,4.63
Tomb Raider,2013,"['Square Enix', 'Crystal Dynamics']",3.5,15000.0,2700.0,508000.0,"adventure, platform, puzzle, shooter",pc,Eidos Interactive,0.96,0.07,0.0,0.0,1.03
Super Mario Galaxy 2,2010,"['Nintendo EAD', 'Nintendo']",4.3,13000.0,2500.0,1300.0,"adventure, platform",wii,Nintendo,3.66,2.42,0.98,0.64,7.69
Donkey Kong Country,1994,['Rare'],3.9,11000.0,1900.0,514000.0,"adventure, platform",snes,Nintendo,4.36,1.71,3.0,0.23,9.3
Donkey Kong Country,1994,['Rare'],3.9,11000.0,1900.0,514000.0,"adventure, platform",gb,Nintendo,1.04,0.72,0.3,0.13,2.19
Donkey Kong Country,1994,['Rare'],3.9,11000.0,1900.0,514000.0,"adventure, platform",gba,Nintendo,1.2,0.48,0.29,0.07,2.04
Assassin's Creed II,2009,"['Ubisoft Montreal', 'Ubisoft Entertainment']",3.8,16000.0,1500.0,521000.0,"adventure, platform",ps3,Ubisoft,2.54,1.95,0.21,0.87,5.57
Assassin's Creed II,2009,"['Ubisoft Montreal', 'Ubisoft Entertainment']",3.8,16000.0,1500.0,521000.0,"adventure, platform",x360,Ubisoft,3.1,1.56,0.08,0.51,5.27
Assassin's Creed II,2009,"['Ubisoft Montreal', 'Ubisoft Entertainment']",3.8,16000.0,1500.0,521000.0,"adventure, platform",pc,Ubisoft,0.01,0.45,0.0,0.11,0.57
Dead Space,2008,"['EA Redwood Shores', 'Electronic Arts']",4.0,9600.0,2700.0,1100.0,shooter,ps3,Electronic Arts,1.05,0.67,0.0,0.3,2.02
Dead Space,2008,"['EA Redwood Shores', 'Electronic Arts']",4.0,9600.0,2700.0,1100.0,shooter,x360,Electronic Arts,0.89,0.4,0.0,0.13,1.42
Dead Space,2008,"['EA Redwood Shores', 'Electronic Arts']",4.0,9600.0,2700.0,1100.0,shooter,pc,Electronic Arts,0.0,0.53,0.0,0.06,0.59
New Super Mario Bros.,2006,['Nintendo'],3.5,16000.0,824000.0,287000.0,"adventure, platform",ds,Nintendo,11.38,9.23,6.5,2.9,30.01
Shadow of the Colossus,2018,"['Sony Interactive Entertainment', 'Bluepoint Games']",4.1,7800.0,3200.0,1600.0,"adventure, platform, puzzle",ps2,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14
Shadow of the Colossus,2018,"['Sony Interactive Entertainment', 'Bluepoint Games']",4.1,7800.0,3200.0,1600.0,"adventure, platform, puzzle",ps3,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
Demon's Souls,2020,"['Bluepoint Games', 'Sony Interactive Entertainment']",3.9,4100.0,2400.0,2100.0,"adventure, rpg",ps3,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84
The Legend of Zelda: Link's Awakening,2019,"['Nintendo', 'Grezzo']",3.9,7600.0,2800.0,2000.0,adventure,gb,Nintendo,2.21,0.96,0.54,0.13,3.83
Assassin's Creed,2007,"['Ubisoft Montreal', 'Ubisoft Entertainment']",2.9,13000.0,1200.0,496000.0,"adventure, platform",x360,Ubisoft,3.28,1.65,0.07,0.55,5.55
Assassin's Creed,2007,"['Ubisoft Montreal', 'Ubisoft Entertainment']",2.9,13000.0,1200.0,496000.0,"adventure, platform",ps3,Ubisoft,1.91,2.0,0.09,0.83,4.83
Assassin's Creed,2007,"['Ubisoft Montreal', 'Ubisoft Entertainment']",2.9,13000.0,1200.0,496000.0,"adventure, platform",pc,Ubisoft,0.01,0.83,0.0,0.08,0.92
Call of Duty: Black Ops,2010,"['Activision', 'Treyarch']",3.7,14000.0,611000.0,318000.0,shooter,x360,Activision,9.67,3.73,0.11,1.13,14.64
Call of Duty: Black Ops,2010,"['Activision', 'Treyarch']",3.7,14000.0,611000.0,318000.0,shooter,ps3,Activision,5.98,4.44,0.48,1.83,12.73
Call of Duty: Black Ops,2010,"['Activision', 'Treyarch']",3.7,14000.0,611000.0,318000.0,shooter,wii,Activision,0.82,0.47,0.0,0.12,1.4
Call of Duty: Black Ops,2010,"['Activision', 'Treyarch']",3.7,14000.0,611000.0,318000.0,shooter,ds,Activision,0.54,0.05,0.0,0.04,0.63
The Legend of Zelda,1986,"['Nintendo EAD', 'Nintendo']",3.2,9300.0,1500.0,463000.0,adventure,nes,Nintendo,3.74,0.93,1.69,0.14,6.51
Ghost Trick: Phantom Detective,2010,['Capcom'],4.4,3600.0,1800.0,1200.0,"adventure, puzzle",ds,Capcom,0.2,0.08,0.12,0.03,0.42
Paper Mario: The Thousand-Year Door,2004,"['Nintendo', 'Intelligent Systems Co., Ltd.']",4.4,6700.0,2900.0,1500.0,"adventure, rpg, turn based strategy",gc,Nintendo,1.48,0.25,0.46,0.06,2.25
God of War II,2007,"['Sony Computer Entertainment, Inc. (SCEI)', 'SIE Santa Monica Studio']",4.0,9300.0,1300.0,687000.0,"adventure, brawler, platform",ps2,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
Mass Effect 2,2010,"['BioWare', 'Electronic Arts']",4.3,9600.0,1900.0,645000.0,"adventure, rpg, shooter",x360,Electronic Arts,1.99,0.82,0.03,0.27,3.11
Mass Effect 2,2010,"['BioWare', 'Electronic Arts']",4.3,9600.0,1900.0,645000.0,"adventure, rpg, shooter",ps3,Electronic Arts,0.78,0.47,0.03,0.2,1.48
Mass Effect 2,2010,"['BioWare', 'Electronic Arts']",4.3,9600.0,1900.0,645000.0,"adventure, rpg, shooter",pc,Electronic Arts,0.01,0.32,0.0,0.07,0.4
Metal Gear Solid V: Ground Zeroes,2014,"['Konami', 'Kojima Productions']",3.3,9500.0,1700.0,549000.0,"adventure, rpg, shooter, strategy",ps4,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28
Metal Gear Solid V: Ground Zeroes,2014,"['Konami', 'Kojima Productions']",3.3,9500.0,1700.0,549000.0,"adventure, rpg, shooter, strategy",ps3,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62
Metal Gear Solid V: Ground Zeroes,2014,"['Konami', 'Kojima Productions']",3.3,9500.0,1700.0,549000.0,"adventure, rpg, shooter, strategy",xone,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28
Metal Gear Solid V: Ground Zeroes,2014,"['Konami', 'Kojima Productions']",3.3,9500.0,1700.0,549000.0,"adventure, rpg, shooter, strategy",x360,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15
Banjo-Kazooie,1998,"['Microsoft Game Studios', 'Rare']",4.0,7400.0,2100.0,765000.0,"adventure, platform",n64,Nintendo,1.87,1.13,0.55,0.1,3.65
Banjo-Kazooie,1998,"['Microsoft Game Studios', 'Rare']",4.0,7400.0,2100.0,765000.0,"adventure, platform",x360,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01
Call of Duty: Black Ops II,2012,"['Treyarch', 'Activision']",3.8,13000.0,626000.0,286000.0,shooter,ps3,Activision,4.99,5.88,0.65,2.52,14.03
Call of Duty: Black Ops II,2012,"['Treyarch', 'Activision']",3.8,13000.0,626000.0,286000.0,shooter,x360,Activision,8.25,4.3,0.07,1.12,13.73
Call of Duty: Black Ops II,2012,"['Treyarch', 'Activision']",3.8,13000.0,626000.0,286000.0,shooter,pc,Activision,0.63,0.69,0.0,0.21,1.53
Call of Duty: Black Ops II,2012,"['Treyarch', 'Activision']",3.8,13000.0,626000.0,286000.0,shooter,wiiu,Activision,0.21,0.18,0.0,0.03,0.43
Mega Man X,1993,"['Rozner Labs Software Group', 'Nintendo']",4.1,6900.0,1100.0,385000.0,"adventure, platform, shooter",snes,Capcom,0.57,0.08,0.5,0.01,1.16
New Super Mario Bros. Wii,2009,"['Nintendo', 'Nintendo EAD']",3.5,13000.0,696000.0,241000.0,"adventure, platform",wii,Nintendo,14.59,7.06,4.7,2.26,28.62
Wolfenstein: The New Order,2014,"['MachineGames', 'Bethesda Softworks']",3.6,8400.0,2200.0,722000.0,"adventure, shooter",ps4,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
Wolfenstein: The New Order,2014,"['MachineGames', 'Bethesda Softworks']",3.6,8400.0,2200.0,722000.0,"adventure, shooter",xone,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67
Wolfenstein: The New Order,2014,"['MachineGames', 'Bethesda Softworks']",3.6,8400.0,2200.0,722000.0,"adventure, shooter",ps3,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
Wolfenstein: The New Order,2014,"['MachineGames', 'Bethesda Softworks']",3.6,8400.0,2200.0,722000.0,"adventure, shooter",pc,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46
Wolfenstein: The New Order,2014,"['MachineGames', 'Bethesda Softworks']",3.6,8400.0,2200.0,722000.0,"adventure, shooter",x360,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41
Deus Ex,2000,"['Aspyr Media', 'Ion Storm']",4.4,3800.0,2700.0,958000.0,"rpg, shooter",pc,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
BioShock 2,2010,"['2K Marin', '2K Games']",3.6,9100.0,3300.0,691000.0,"adventure, rpg, shooter",x360,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21
BioShock 2,2010,"['2K Marin', '2K Games']",3.6,9100.0,3300.0,691000.0,"adventure, rpg, shooter",ps3,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55
Shovel Knight,2014,['Yacht Club Games'],4.0,8500.0,1900.0,1200.0,"adventure, indie, platform",3ds,Yacht Club Games,0.07,0.04,0.01,0.01,0.13
Shovel Knight,2014,['Yacht Club Games'],4.0,8500.0,1900.0,1200.0,"adventure, indie, platform",wiiu,Yacht Club Games,0.06,0.04,0.0,0.01,0.11
Shovel Knight,2014,['Yacht Club Games'],4.0,8500.0,1900.0,1200.0,"adventure, indie, platform",ps4,Yacht Club Games,0.03,0.03,0.0,0.01,0.08
Dark Souls II,2014,"['FromSoftware', 'Bandai Namco Entertainment']",3.3,6700.0,1400.0,834000.0,"adventure, rpg",ps3,Namco Bandai Games,0.4,0.36,0.4,0.17,1.32
Dark Souls II,2014,"['FromSoftware', 'Bandai Namco Entertainment']",3.3,6700.0,1400.0,834000.0,"adventure, rpg",x360,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76
Dark Souls II,2014,"['FromSoftware', 'Bandai Namco Entertainment']",3.3,6700.0,1400.0,834000.0,"adventure, rpg",ps4,Namco Bandai Games,0.2,0.22,0.08,0.08,0.59
Dark Souls II,2014,"['FromSoftware', 'Bandai Namco Entertainment']",3.3,6700.0,1400.0,834000.0,"adventure, rpg",xone,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22
Dark Souls II,2014,"['FromSoftware', 'Bandai Namco Entertainment']",3.3,6700.0,1400.0,834000.0,"adventure, rpg",pc,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18
Resident Evil 6,2012,['Capcom'],2.5,7800.0,1800.0,552000.0,"adventure, shooter",ps3,Capcom,0.88,0.97,0.88,0.42,3.15
Resident Evil 6,2012,['Capcom'],2.5,7800.0,1800.0,552000.0,"adventure, shooter",x360,Capcom,1.11,0.63,0.07,0.16,1.98
Resident Evil 6,2012,['Capcom'],2.5,7800.0,1800.0,552000.0,"adventure, shooter",ps4,Capcom,0.05,0.0,0.0,0.01,0.07
Resident Evil 6,2012,['Capcom'],2.5,7800.0,1800.0,552000.0,"adventure, shooter",pc,Capcom,0.0,0.04,0.0,0.01,0.04
Resident Evil 6,2012,['Capcom'],2.5,7800.0,1800.0,552000.0,"adventure, shooter",xone,Capcom,0.03,0.0,0.0,0.0,0.04
Devil May Cry 3: Dante's Awakening,2005,"['Capcom', 'Capcom Production Studio 1']",4.2,6100.0,1600.0,648000.0,"adventure, brawler, shooter",ps2,Capcom,0.99,0.63,0.29,0.19,2.09
Tetris,1989,['Nintendo'],4.1,9600.0,175000.0,66000.0,"arcade, puzzle",gb,Nintendo,23.2,2.26,4.22,0.58,30.26
Tetris,1989,['Nintendo'],4.1,9600.0,175000.0,66000.0,"arcade, puzzle",nes,Nintendo,2.97,0.69,1.81,0.11,5.58
Super Mario 3D World,2013,['Nintendo'],3.9,9600.0,787000.0,432000.0,"adventure, platform",wiiu,Nintendo,2.11,1.11,0.72,0.3,4.25
Uncharted 3: Drake's Deception,2011,"['Naughty Dog', 'Sony Computer Entertainment, Inc. (SCEI)']",3.6,11000.0,1500.0,477000.0,"adventure, platform, shooter",ps3,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83
Phoenix Wright: Ace Attorney - Trials and Tribulations,2006,['Capcom'],4.4,6600.0,1600.0,623000.0,"adventure, visual novel",ds,Capcom,0.33,0.05,0.25,0.04,0.67
